Symbol,Company_Name,Yahoo_Symbol
MCLEODRUSS,Mcleod Russel India Limited,MCLEODRUSS.NS
MCX,Multi Commodity Exchange of India Limited,MCX.NS
MEGASOFT,Megasoft Limited,MEGASOFT.NS
MEGH,Meghmani Organics Limited,MEGH.NS
MELSTAR,Melstar Information Technologies Limited,MELSTAR.NS
MENONBE,Menon Bearings Limited,MENONBE.NS
MEP,MEP Infrastructure Developers Limited,MEP.NS
MERCATOR,Mercator Limited,MERCATOR.NS
METALFORGE,Metalyst Forgings Limited,METALFORGE.NS
METKORE,Metkore Alloys & Industries Limited,METKORE.NS
METROPOLIS,Metropolis Healthcare Limited,METROPOLIS.NS
MFSL,Max Financial Services Limited,MFSL.NS
MGL,Mahanagar Gas Limited,MGL.NS
MHRIL,Mahindra Holidays & Resorts India Limited,MHRIL.NS
MIC,MIC Electronics Limited,MIC.NS
MIDHANI,Mishra Dhatu Nigam Limited,MIDHANI.NS
MINDACORP,Minda Corporation Limited,MINDACORP.NS
MINDAIND,Minda Industries Limited,MINDAIND.NS
MINDTECK,Mindteck (India) Limited,MINDTECK.NS
MINDTREE,MindTree Limited,MINDTREE.NS
MIRCELECTR,MIRC Electronics Limited,MIRCELECTR.NS
MIRZAINT,Mirza International Limited,MIRZAINT.NS
MMFL,MM Forgings Limited,MMFL.NS
MMP,MMP Industries Limited,MMP.NS
MMTC,MMTC Limited,MMTC.NS
MODIRUBBER,Modi Rubber Limited,MODIRUBBER.NS
MOHITIND,Mohit Industries Limited,MOHITIND.NS
MOHOTAIND,Mohota Industries Limited,MOHOTAIND.NS
MOIL,MOIL Limited,MOIL.NS
MOLDTECH,Mold-Tek Technologies Limited,MOLDTECH.NS
MOLDTKPAC,Mold-Tek Packaging Limited,MOLDTKPAC.NS
MONTECARLO,Monte Carlo Fashions Limited,MONTECARLO.NS
MORARJEE,Morarjee Textiles Limited,MORARJEE.NS
MOREPENLAB,Morepen Laboratories Limited,MOREPENLAB.NS
MOTHERSUMI,Motherson Sumi Systems Limited,MOTHERSUMI.NS
MOTILALOFS,Motilal Oswal Financial Services Limited,MOTILALOFS.NS
MOTOGENFIN,The Motor & General Finance Limited,MOTOGENFIN.NS
MPHASIS,MphasiS Limited,MPHASIS.NS
MPSLTD,MPS Limited,MPSLTD.NS
MRF,MRF Limited,MRF.NS
MRO-TEK,MRO-TEK Realty Limited,MRO-TEK.NS
MRPL,Mangalore Refinery and Petrochemicals Limited,MRPL.NS
MSPL,MSP Steel & Power Limited,MSPL.NS
MSTCLTD,Mstc Limited,MSTCLTD.NS
MTEDUCARE,MT Educare Limited,MTEDUCARE.NS
MTNL,Mahanagar Telephone Nigam Limited,MTNL.NS
MUKANDENGG,Mukand Engineers Limited,MUKANDENGG.NS
MUKANDLTD,Mukand Limited,MUKANDLTD.NS
MUKTAARTS,Mukta Arts Limited,MUKTAARTS.NS
MUNJALAU,Munjal Auto Industries Limited,MUNJALAU.NS
MUNJALSHOW,Munjal Showa Limited,MUNJALSHOW.NS
MURUDCERA,Murudeshwar Ceramics Limited,MURUDCERA.NS
MUTHOOTCAP,Muthoot Capital Services Limited,MUTHOOTCAP.NS
MUTHOOTFIN,Muthoot Finance Limited,MUTHOOTFIN.NS
NACLIND,NACL Industries Limited,NACLIND.NS
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,NAGAFERT.NS
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,NAGREEKCAP.NS
NAGREEKEXP,Nagreeka Exports Limited,NAGREEKEXP.NS
NAHARCAP,Nahar Capital and Financial Services Limited,NAHARCAP.NS
NAHARINDUS,Nahar Industrial Enterprises Limited,NAHARINDUS.NS
NAHARPOLY,Nahar Poly Films Limited,NAHARPOLY.NS
NAHARSPING,Nahar Spinning Mills Limited,NAHARSPING.NS
NAM-INDIA,Nippon Life India Asset Management Limited,NAM-INDIA.NS
NATCOPHARM,Natco Pharma Limited,NATCOPHARM.NS
NATHBIOGEN,Nath Bio-Genes (India) Limited,NATHBIOGEN.NS
NATIONALUM,National Aluminium Company Limited,NATIONALUM.NS
NATNLSTEEL,National Steel And Agro Industries Limited,NATNLSTEEL.NS
NAUKRI,Info Edge (India) Limited,NAUKRI.NS
NAVINFLUOR,Navin Fluorine International Limited,NAVINFLUOR.NS
NAVKARCORP,Navkar Corporation Limited,NAVKARCORP.NS
NAVNETEDUL,Navneet Education Limited,NAVNETEDUL.NS
NBCC,NBCC (India) Limited,NBCC.NS
NBIFIN,N. B. I. Industrial Finance Company Limited,NBIFIN.NS
NBVENTURES,Nava Bharat Ventures Limited,NBVENTURES.NS
NCC,NCC Limited,NCC.NS
NCLIND,NCL Industries Limited,NCLIND.NS
NDGL,Naga Dhunseri Group Limited,NDGL.NS
NDL,Nandan Denim Limited,NDL.NS
NDTV,New Delhi Television Limited,NDTV.NS
NECCLTD,North Eastern Carrying Corporation Limited,NECCLTD.NS
NECLIFE,Nectar Lifesciences Limited,NECLIFE.NS
NELCAST,Nelcast Limited,NELCAST.NS
NELCO,NELCO Limited,NELCO.NS
NEOGEN,Neogen Chemicals Limited,NEOGEN.NS
NESCO,Nesco Limited,NESCO.NS
NESTLEIND,Nestle India Limited,NESTLEIND.NS
NETWORK18,Network18 Media & Investments Limited,NETWORK18.NS
NEULANDLAB,Neuland Laboratories Limited,NEULANDLAB.NS
NEWGEN,Newgen Software Technologies Limited,NEWGEN.NS
NEXTMEDIA,Next Mediaworks Limited,NEXTMEDIA.NS
NFL,National Fertilizers Limited,NFL.NS
NH,Narayana Hrudayalaya Ltd.,NH.NS
NHPC,NHPC Limited,NHPC.NS
NIACL,The New India Assurance Company Limited,NIACL.NS
NIBL,NRB Industrial Bearings Limited,NIBL.NS
NIITLTD,NIIT Limited,NIITLTD.NS
NIITTECH,NIIT Technologies Limited,NIITTECH.NS
NILAINFRA,Nila Infrastructures Limited,NILAINFRA.NS
NILASPACES,Nila Spaces Limited,NILASPACES.NS
NILKAMAL,Nilkamal Limited,NILKAMAL.NS
NIPPOBATRY,Indo-National Limited,NIPPOBATRY.NS
NIRAJISPAT,Niraj Ispat Industries Limited,NIRAJISPAT.NS
NITCO,Nitco Limited,NITCO.NS
NITINFIRE,Nitin Fire Protection Industries Limited,NITINFIRE.NS
NITINSPIN,Nitin Spinners Limited,NITINSPIN.NS
NKIND,NK Industries Limited,NKIND.NS
NLCINDIA,NLC India Limited,NLCINDIA.NS
NMDC,NMDC Limited,NMDC.NS
NOCIL,NOCIL Limited,NOCIL.NS
NOIDATOLL,Noida Toll Bridge Company Limited,NOIDATOLL.NS
NORBTEAEXP,Norben Tea & Exports Limited,NORBTEAEXP.NS
NRAIL,N R Agarwal Industries Limited,NRAIL.NS
NRBBEARING,NRB Bearing Limited,NRBBEARING.NS
NSIL,Nalwa Sons Investments Limited,NSIL.NS
NTL,Neueon Towers Limited,NTL.NS
NTPC,NTPC Limited,NTPC.NS
NUCLEUS,Nucleus Software Exports Limited,NUCLEUS.NS
NXTDIGITAL,NXTDIGITAL LIMITED,NXTDIGITAL.NS
OAL,Oriental Aromatics Limited,OAL.NS
OBEROIRLTY,Oberoi Realty Limited,OBEROIRLTY.NS
OCCL,Oriental Carbon & Chemicals Limited,OCCL.NS
OFSS,Oracle Financial Services Software Limited,OFSS.NS
OIL,Oil India Limited,OIL.NS
OILCOUNTUB,Oil Country Tubular Limited,OILCOUNTUB.NS
OISL,OCL Iron and Steel Limited,OISL.NS
OLECTRA,Olectra Greentech Limited,OLECTRA.NS
OMAXAUTO,Omax Autos Limited,OMAXAUTO.NS
OMAXE,Omaxe Limited,OMAXE.NS
OMKARCHEM,Omkar Speciality Chemicals Limited,OMKARCHEM.NS
OMMETALS,OM Metals Infraprojects Limited,OMMETALS.NS
ONELIFECAP,Onelife Capital Advisors Limited,ONELIFECAP.NS
ONEPOINT,One Point One Solutions Limited,ONEPOINT.NS
ONGC,Oil & Natural Gas Corporation Limited,ONGC.NS
ONMOBILE,OnMobile Global Limited,ONMOBILE.NS
ONWARDTEC,Onward Technologies Limited,ONWARDTEC.NS
OPTIEMUS,Optiemus Infracom Limited,OPTIEMUS.NS
OPTOCIRCUI,Opto Circuits (India) Limited,OPTOCIRCUI.NS
ORBTEXP,Orbit Exports Limited,ORBTEXP.NS
ORICONENT,Oricon Enterprises Limited,ORICONENT.NS
ORIENTABRA,Orient Abrasives Limited,ORIENTABRA.NS
ORIENTALTL,Oriental Trimex Limited,ORIENTALTL.NS
ORIENTBELL,Orient Bell Limited,ORIENTBELL.NS
ORIENTCEM,Orient Cement Limited,ORIENTCEM.NS
ORIENTELEC,Orient Electric Limited,ORIENTELEC.NS
ORIENTHOT,Oriental Hotels Limited,ORIENTHOT.NS
ORIENTLTD,Orient Press Limited,ORIENTLTD.NS
ORIENTPPR,Orient Paper & Industries Limited,ORIENTPPR.NS
ORIENTREF,Orient Refractories Limited,ORIENTREF.NS
ORISSAMINE,The Orissa Minerals Development Company Limited,ORISSAMINE.NS
ORTEL,Ortel Communications Limited,ORTEL.NS
ORTINLABSS,Ortin Laboratories Limited,ORTINLABSS.NS
OSWALAGRO,Oswal Agro Mills Limited,OSWALAGRO.NS
PAEL,PAE Limited,PAEL.NS
PAGEIND,Page Industries Limited,PAGEIND.NS
PAISALO,Paisalo Digital Limited,PAISALO.NS
PALASHSECU,Palash Securities Limited,PALASHSECU.NS
PALREDTEC,Palred Technologies Limited,PALREDTEC.NS
PANACEABIO,Panacea Biotec Limited,PANACEABIO.NS
PANACHE,Panache Digilife Limited,PANACHE.NS
PANAMAPET,Panama Petrochem Limited,PANAMAPET.NS
PAPERPROD,Huhtamaki PPL Limited,PAPERPROD.NS
PARABDRUGS,Parabolic Drugs Limited,PARABDRUGS.NS
PARACABLES,Paramount Communications Limited,PARACABLES.NS
PARAGMILK,Parag Milk Foods Limited,PARAGMILK.NS
PARSVNATH,Parsvnath Developers Limited,PARSVNATH.NS
PATELENG,Patel Engineering Limited,PATELENG.NS
PATINTLOG,Patel Integrated Logistics Limited,PATINTLOG.NS
PATSPINLTD,Patspin India Limited,PATSPINLTD.NS
PCJEWELLER,PC Jeweller Limited,PCJEWELLER.NS
PDMJEPAPER,Pudumjee Paper Products Limited,PDMJEPAPER.NS
PDSMFL,PDS Multinational Fashions Limited,PDSMFL.NS
PEARLPOLY,Pearl Polymers Limited,PEARLPOLY.NS
PEL,Piramal Enterprises Limited,PEL.NS
PENIND,Pennar Industries Limited,PENIND.NS
PENINLAND,Peninsula Land Limited,PENINLAND.NS
PERSISTENT,Persistent Systems Limited,PERSISTENT.NS
PETRONET,Petronet LNG Limited,PETRONET.NS
PFC,Power Finance Corporation Limited,PFC.NS
PFIZER,Pfizer Limited,PFIZER.NS
PFOCUS,Prime Focus Limited,PFOCUS.NS
PFS,PTC India Financial Services Limited,PFS.NS
PGEL,PG Electroplast Limited,PGEL.NS
PGHH,Procter & Gamble Hygiene and Health Care Limited,PGHH.NS
PGHL,Procter & Gamble Health Limited,PGHL.NS
PGIL,Pearl Global Industries Limited,PGIL.NS
PHILIPCARB,Phillips Carbon Black Limited,PHILIPCARB.NS
PHOENIXLTD,The Phoenix Mills Limited,PHOENIXLTD.NS
PIDILITIND,Pidilite Industries Limited,PIDILITIND.NS
PIIND,PI Industries Limited,PIIND.NS
PILANIINVS,Pilani Investment and Industries Corporation Limited,PILANIINVS.NS
PILITA,PIL ITALICA LIFESTYLE LIMITED,PILITA.NS
PIONDIST,Pioneer Distilleries Limited,PIONDIST.NS
PIONEEREMB,Pioneer Embroideries Limited,PIONEEREMB.NS
PITTIENG,Pitti Engineering Limited,PITTIENG.NS
PKTEA,The Peria Karamalai Tea & Produce Company Limited,PKTEA.NS
PLASTIBLEN,Plastiblends India Limited,PLASTIBLEN.NS
PNB,Punjab National Bank,PNB.NS
PNBGILTS,PNB Gilts Limited,PNBGILTS.NS
PNBHOUSING,PNB Housing Finance Limited,PNBHOUSING.NS
PNC,Pritish Nandy Communications Limited,PNC.NS
PNCINFRA,PNC Infratech Limited,PNCINFRA.NS
PODDARHOUS,Poddar Housing and Development Limited,PODDARHOUS.NS
PODDARMENT,Poddar Pigments Limited,PODDARMENT.NS
POKARNA,Pokarna Limited,POKARNA.NS
POLYCAB,Polycab India Limited,POLYCAB.NS
POLYMED,Poly Medicure Limited,POLYMED.NS
POLYPLEX,Polyplex Corporation Limited,POLYPLEX.NS
PONNIERODE,Ponni Sugars (Erode) Limited,PONNIERODE.NS
POWERGRID,Power Grid Corporation of India Limited,POWERGRID.NS
POWERINDIA,ABB Power Products and Systems India Limited,POWERINDIA.NS
POWERMECH,Power Mech Projects Limited,POWERMECH.NS
PPAP,PPAP Automotive Limited,PPAP.NS
PPL,Prakash Pipes Limited,PPL.NS
PRABHAT,Prabhat Dairy Limited,PRABHAT.NS
PRADIP,Pradip Overseas Limited,PRADIP.NS
PRAENG,Prajay Engineers Syndicate Limited,PRAENG.NS
PRAJIND,Praj Industries Limited,PRAJIND.NS
PRAKASH,Prakash Industries Limited,PRAKASH.NS
PRAKASHSTL,Prakash Steelage Limited,PRAKASHSTL.NS
PRAXIS,Praxis Home Retail Limited,PRAXIS.NS
PRECAM,Precision Camshafts Limited,PRECAM.NS
PRECOT,Precot Meridian Limited,PRECOT.NS
PRECWIRE,Precision Wires India Limited,PRECWIRE.NS
PREMEXPLN,Premier Explosives Limited,PREMEXPLN.NS
PREMIER,Premier Limited,PREMIER.NS
PREMIERPOL,Premier Polyfilm Limited,PREMIERPOL.NS
PRESSMN,Pressman Advertising Limited,PRESSMN.NS
PRESTIGE,Prestige Estates Projects Limited,PRESTIGE.NS
PRICOLLTD,Pricol Limited,PRICOLLTD.NS
PRIMESECU,Prime Securities Limited,PRIMESECU.NS
PRINCEPIPE,Prince Pipes And Fittings Limited,PRINCEPIPE.NS
PROSEED,Proseed India Limited,PROSEED.NS
PROZONINTU,Prozone Intu Properties Limited,PROZONINTU.NS
PRSMJOHNSN,Prism Johnson Limited,PRSMJOHNSN.NS
PSB,Punjab & Sind Bank,PSB.NS
PSL,PSL Limited,PSL.NS
PSPPROJECT,PSP Projects Limited,PSPPROJECT.NS
PTC,PTC India Limited,PTC.NS
PTL,PTL Enterprises Limited,PTL.NS
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,PUNJABCHEM.NS
PUNJLLOYD,Punj Lloyd Limited,PUNJLLOYD.NS
PURVA,Puravankara Limited,PURVA.NS
PVR,PVR Limited,PVR.NS
QUESS,Quess Corp Limited,QUESS.NS
QUICKHEAL,Quick Heal Technologies Limited,QUICKHEAL.NS
RADAAN,Radaan Mediaworks India Limited,RADAAN.NS
RADICO,Radico Khaitan Limited,RADICO.NS
RADIOCITY,Music Broadcast Limited,RADIOCITY.NS
RAIN,Rain Industries Limited,RAIN.NS
RAJESHEXPO,Rajesh Exports Limited,RAJESHEXPO.NS
RAJRAYON,Raj Rayon Industries Limited,RAJRAYON.NS
RAJSREESUG,Rajshree Sugars & Chemicals Limited,RAJSREESUG.NS
RAJTV,Raj Television Network Limited,RAJTV.NS
RALLIS,Rallis India Limited,RALLIS.NS
RAMANEWS,Shree Rama Newsprint Limited,RAMANEWS.NS
RAMASTEEL,Rama Steel Tubes Limited,RAMASTEEL.NS
RAMCOCEM,The Ramco Cements Limited,RAMCOCEM.NS
RAMCOIND,Ramco Industries Limited,RAMCOIND.NS
RAMCOSYS,Ramco Systems Limited,RAMCOSYS.NS
RAMKY,Ramky Infrastructure Limited,RAMKY.NS
RAMSARUP,Ramsarup Industries Limited,RAMSARUP.NS
RANASUG,Rana Sugars Limited,RANASUG.NS
RANEENGINE,Rane Engine Valve Limited,RANEENGINE.NS
RANEHOLDIN,Rane Holdings Limited,RANEHOLDIN.NS
RATNAMANI,Ratnamani Metals & Tubes Limited,RATNAMANI.NS
RAYMOND,Raymond Limited,RAYMOND.NS
RBL,Rane Brake Lining Limited,RBL.NS
RBLBANK,RBL Bank Limited,RBLBANK.NS
RCF,Rashtriya Chemicals and Fertilizers Limited,RCF.NS
RCOM,Reliance Communications Limited,RCOM.NS
RECLTD,REC Limited,RECLTD.NS
REDINGTON,Redington (India) Limited,REDINGTON.NS
REFEX,Refex Industries Limited,REFEX.NS
RELAXO,Relaxo Footwears Limited,RELAXO.NS
RELCAPITAL,Reliance Capital Limited,RELCAPITAL.NS
RELIANCE,Reliance Industries Limited,RELIANCE.NS
RELIGARE,Religare Enterprises Limited,RELIGARE.NS
RELINFRA,Reliance Infrastructure Limited,RELINFRA.NS
REMSONSIND,Remsons Industries Limited,REMSONSIND.NS
RENUKA,Shree Renuka Sugars Limited,RENUKA.NS
REPCOHOME,Repco Home Finance Limited,REPCOHOME.NS
REPRO,Repro India Limited,REPRO.NS
RESPONIND,Responsive Industries Limited,RESPONIND.NS
REVATHI,Revathi Equipment Limited,REVATHI.NS
RGL,Renaissance Global Limited,RGL.NS
RHFL,Reliance Home Finance Limited,RHFL.NS
RICOAUTO,Rico Auto Industries Limited,RICOAUTO.NS
RIIL,Reliance Industrial Infrastructure Limited,RIIL.NS
RITES,RITES Limited,RITES.NS
RKDL,Ravi Kumar Distilleries Limited,RKDL.NS
RKFORGE,Ramkrishna Forgings Limited,RKFORGE.NS
RMCL,Radha Madhav Corporation Limited,RMCL.NS
RML,Rane (Madras) Limited,RML.NS
RNAVAL,Reliance Naval and Engineering Limited,RNAVAL.NS
ROHITFERRO,Rohit Ferro-Tech Limited,ROHITFERRO.NS
ROHLTD,Royal Orchid Hotels Limited,ROHLTD.NS
ROLLT,Rollatainers Limited,ROLLT.NS
ROLTA,Rolta India Limited,ROLTA.NS
ROSSELLIND,Rossell India Limited,ROSSELLIND.NS
RPGLIFE,RPG Life Sciences Limited,RPGLIFE.NS
RPOWER,Reliance Power Limited,RPOWER.NS
RPPINFRA,R.P.P. Infra Projects Limited,RPPINFRA.NS
RSSOFTWARE,R. S. Software (India) Limited,RSSOFTWARE.NS
RSWM,RSWM Limited,RSWM.NS
RSYSTEMS,R Systems International Limited,RSYSTEMS.NS
RTNINFRA,RattanIndia Infrastructure Limited,RTNINFRA.NS
RTNPOWER,RattanIndia Power Limited,RTNPOWER.NS
RUBYMILLS,The Ruby Mills Limited,RUBYMILLS.NS
RUCHI,Ruchi Soya Industries Limited,RUCHI.NS
RUCHINFRA,Ruchi Infrastructure Limited,RUCHINFRA.NS
RUCHIRA,Ruchira Papers Limited,RUCHIRA.NS
RUPA,Rupa & Company Limited,RUPA.NS
RUSHIL,Rushil Decor Limited,RUSHIL.NS
RVNL,Rail Vikas Nigam Limited,RVNL.NS
S&SPOWER,S&S Power Switchgears Limited,S&SPOWER.NS
SABEVENTS,Sab Events & Governance Now Media Limited,SABEVENTS.NS
SABTN,Sri Adhikari Brothers Television Network Limited,SABTN.NS
SADBHAV,Sadbhav Engineering Limited,SADBHAV.NS
SADBHIN,Sadbhav Infrastructure Project Limited,SADBHIN.NS
SAFARI,Safari Industries (India) Limited,SAFARI.NS
SAGARDEEP,Sagardeep Alloys Limited,SAGARDEEP.NS
SAGCEM,Sagar Cements Limited,SAGCEM.NS
SAIL,Steel Authority of India Limited,SAIL.NS
SAKAR,Sakar Healthcare Limited,SAKAR.NS
SAKHTISUG,Sakthi Sugars Limited,SAKHTISUG.NS
SAKSOFT,Saksoft Limited,SAKSOFT.NS
SAKUMA,Sakuma Exports Limited,SAKUMA.NS
SALASAR,Salasar Techno Engineering Limited,SALASAR.NS
SALONA,Salona Cotspin Limited,SALONA.NS
SALSTEEL,S.A.L. Steel Limited,SALSTEEL.NS
SALZERELEC,Salzer Electronics Limited,SALZERELEC.NS
SAMBHAAV,Sambhaav Media Limited,SAMBHAAV.NS
SANCO,Sanco Industries Limited,SANCO.NS
SANDESH,The Sandesh Limited,SANDESH.NS
SANDHAR,Sandhar Technologies Limited,SANDHAR.NS
SANGAMIND,Sangam (India) Limited,SANGAMIND.NS
SANGHIIND,Sanghi Industries Limited,SANGHIIND.NS
SANGHVIFOR,Sanghvi Forging and Engineering Limited,SANGHVIFOR.NS
SANGHVIMOV,Sanghvi Movers Limited,SANGHVIMOV.NS
SANGINITA,Sanginita Chemicals Limited,SANGINITA.NS
SANOFI,Sanofi India Limited,SANOFI.NS
SANWARIA,Sanwaria Consumer Limited,SANWARIA.NS
SARDAEN,Sarda Energy & Minerals Limited,SARDAEN.NS
SAREGAMA,Saregama India Limited,SAREGAMA.NS
SARLAPOLY,Sarla Performance Fibers Limited,SARLAPOLY.NS
SASKEN,Sasken Technologies Limited,SASKEN.NS
SASTASUNDR,Sastasundar Ventures Limited,SASTASUNDR.NS
SATHAISPAT,Sathavahana Ispat Limited,SATHAISPAT.NS
SATIA,Satia Industries Limited,SATIA.NS
SATIN,Satin Creditcare Network Limited,SATIN.NS
SBICARD,SBI Cards and Payment Services Limited,SBICARD.NS
SBILIFE,SBI Life Insurance Company Limited,SBILIFE.NS
SBIN,State Bank of India,SBIN.NS
SCAPDVR,Stampede Capital Limited,SCAPDVR.NS
SCHAEFFLER,Schaeffler India Limited,SCHAEFFLER.NS
SCHAND,S Chand And Company Limited,SCHAND.NS
SCHNEIDER,Schneider Electric Infrastructure Limited,SCHNEIDER.NS
SCI,Shipping Corporation Of India Limited,SCI.NS
SDBL,Som Distilleries & Breweries Limited,SDBL.NS
SEAMECLTD,Seamec Limited,SEAMECLTD.NS
SELAN,Selan Exploration Technology Limited,SELAN.NS
SELMCL,SEL Manufacturing Company Limited,SELMCL.NS
SEPOWER,S.E. Power Limited,SEPOWER.NS
SEQUENT,Sequent Scientific Limited,SEQUENT.NS
SESHAPAPER,Seshasayee Paper and Boards Limited,SESHAPAPER.NS
SETCO,Setco Automotive Limited,SETCO.NS
SETUINFRA,Setubandhan Infrastructure Limited,SETUINFRA.NS
SEYAIND,Seya Industries Limited,SEYAIND.NS
SEZAL,Sezal Glass Limited,SEZAL.NS
SFL,Sheela Foam Limited,SFL.NS
SGL,STL Global Limited,SGL.NS
SHAHALLOYS,Shah Alloys Limited,SHAHALLOYS.NS
SHAKTIPUMP,Shakti Pumps (India) Limited,SHAKTIPUMP.NS
SHALBY,Shalby Limited,SHALBY.NS
SHALPAINTS,Shalimar Paints Limited,SHALPAINTS.NS
SHANKARA,Shankara Building Products Limited,SHANKARA.NS
SHANTIGEAR,Shanthi Gears Limited,SHANTIGEAR.NS
SHARDACROP,Sharda Cropchem Limited,SHARDACROP.NS
SHARDAMOTR,Sharda Motor Industries Limited,SHARDAMOTR.NS
SHEMAROO,Shemaroo Entertainment Limited,SHEMAROO.NS
SHIL,Somany Home Innovation Limited,SHIL.NS
SHILPAMED,Shilpa Medicare Limited,SHILPAMED.NS
SHIRPUR-G,Shirpur Gold Refinery Limited,SHIRPUR-G.NS
SHIVAMAUTO,Shivam Autotech Limited,SHIVAMAUTO.NS
SHIVAMILLS,Shiva Mills Limited,SHIVAMILLS.NS
SHIVATEX,Shiva Texyarn Limited,SHIVATEX.NS
SHK,S H Kelkar and Company Limited,SHK.NS
SHOPERSTOP,Shoppers Stop Limited,SHOPERSTOP.NS
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,SHREDIGCEM.NS
SHREECEM,SHREE CEMENT LIMITED,SHREECEM.NS
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,SHREEPUSHK.NS
SHREERAMA,Shree Rama Multi-Tech Limited,SHREERAMA.NS
SHRENIK,Shrenik Limited,SHRENIK.NS
SHREYANIND,Shreyans Industries Limited,SHREYANIND.NS
SHREYAS,Shreyas Shipping & Logistics Limited,SHREYAS.NS
SHRIPISTON,Shriram Pistons & Rings Limited,SHRIPISTON.NS
SHRIRAMCIT,Shriram City Union Finance Limited,SHRIRAMCIT.NS
SHRIRAMEPC,Shriram EPC Limited,SHRIRAMEPC.NS
SHYAMCENT,Shyam Century Ferrous Limited,SHYAMCENT.NS
SHYAMTEL,Shyam Telecom Limited,SHYAMTEL.NS
SICAGEN,Sicagen India Limited,SICAGEN.NS
SICAL,Sical Logistics Limited,SICAL.NS
SIEMENS,Siemens Limited,SIEMENS.NS
SIGIND,Signet Industries Limited,SIGIND.NS
SIL,Standard Industries Limited,SIL.NS
SILINV,SIL Investments Limited,SILINV.NS
SIMBHALS,Simbhaoli Sugars Limited,SIMBHALS.NS
SIMPLEXINF,Simplex Infrastructures Limited,SIMPLEXINF.NS
SINTEX,Sintex Industries Limited,SINTEX.NS
SIRCA,Sirca Paints India Limited,SIRCA.NS
SIS,Security and Intelligence Services (India) Limited,SIS.NS
SITINET,Siti Networks Limited,SITINET.NS
SIYSIL,Siyaram Silk Mills Limited,SIYSIL.NS
SJVN,SJVN Limited,SJVN.NS
SKFINDIA,SKF India Limited,SKFINDIA.NS
SKIL,SKIL Infrastructure Limited,SKIL.NS
SKIPPER,Skipper Limited,SKIPPER.NS
SKMEGGPROD,SKM Egg Products Export (India) Limited,SKMEGGPROD.NS
SMARTLINK,Smartlink Holdings Limited,SMARTLINK.NS
SMLISUZU,SML Isuzu Limited,SMLISUZU.NS
SMPL,Splendid Metal Products Limited,SMPL.NS
SMSLIFE,SMS Lifesciences India Limited,SMSLIFE.NS
SMSPHARMA,SMS Pharmaceuticals Limited,SMSPHARMA.NS
SNOWMAN,Snowman Logistics Limited,SNOWMAN.NS
SOBHA,Sobha Limited,SOBHA.NS
SOLARA,Solara Active Pharma Sciences Limited,SOLARA.NS
SOLARINDS,Solar Industries India Limited,SOLARINDS.NS
SOMANYCERA,Somany Ceramics Limited,SOMANYCERA.NS
SOMATEX,Soma Textiles & Industries Limited,SOMATEX.NS
SOMICONVEY,Somi Conveyor Beltings Limited,SOMICONVEY.NS
SONATSOFTW,Sonata Software Limited,SONATSOFTW.NS
SORILINFRA,SORIL Infra Resources Limited,SORILINFRA.NS
SOTL,Savita Oil Technologies Limited,SOTL.NS
SOUTHBANK,The South Indian Bank Limited,SOUTHBANK.NS
SOUTHWEST,South West Pinnacle Exploration Limited,SOUTHWEST.NS
SPAL,S. P. Apparels Limited,SPAL.NS
SPANDANA,Spandana Sphoorty Financial Limited,SPANDANA.NS
SPARC,Sun Pharma Advanced Research Company Limited,SPARC.NS
SPCENET,Spacenet Enterprises India Limited,SPCENET.NS
SPECIALITY,Speciality Restaurants Limited,SPECIALITY.NS
SPENCERS,Spencer's Retail Limited,SPENCERS.NS
SPENTEX,Spentex Industries Limited,SPENTEX.NS
SPIC,Southern Petrochemicals Industries Corporation  Limited,SPIC.NS
SPICEJET,SPICEJET LTD,SPICEJET.NS
SPLIL,SPL Industries Limited,SPLIL.NS
SPMLINFRA,SPML Infra Limited,SPMLINFRA.NS
SPTL,Sintex Plastics Technology Limited,SPTL.NS
SPYL,Shekhawati Poly-Yarn Limited,SPYL.NS
SREEL,Sreeleathers Limited,SREEL.NS
SREINFRA,SREI Infrastructure Finance Limited,SREINFRA.NS
SRF,SRF Limited,SRF.NS
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,SRHHYPOLTD.NS
SRIPIPES,Srikalahasthi Pipes Limited,SRIPIPES.NS
SRTRANSFIN,Shriram Transport Finance Company Limited,SRTRANSFIN.NS
SSWL,Steel Strips Wheels Limited,SSWL.NS
STAMPEDE,Stampede Capital Limited,STAMPEDE.NS
STAR,Strides Pharma Science Limited,STAR.NS
STARCEMENT,Star Cement Limited,STARCEMENT.NS
STARPAPER,Star Paper Mills Limited,STARPAPER.NS
STCINDIA,The State Trading Corporation of India Limited,STCINDIA.NS
STEELCITY,Steel City Securities Limited,STEELCITY.NS
STEELXIND,STEEL EXCHANGE INDIA LIMITED,STEELXIND.NS
STEL,Stel Holdings Limited,STEL.NS
STERTOOLS,Sterling Tools Limited,STERTOOLS.NS
STINDIA,STI India Limited,STINDIA.NS
STRTECH,Sterlite Technologies Limited,STRTECH.NS
