"Date","Open","High","Low","Last","Close","Total Trade Quantity","Turnover (Lacs)","bank_name"
2018-05-22,1998.7,2013.95,1985.5,1989.9,1989.9,990093,19781.66,"HDFC"
2018-05-21,2016.1,2021,1986.05,1997.1,1993.05,1212027,24164.8,"HDFC"
2018-05-18,2024.7,2024.7,2003.5,2011.9,2012.15,1304365,26276.02,"HDFC"
2018-05-17,2023.85,2044.45,2012.5,2040.85,2027.75,1653869,33443.17,"HDFC"
2018-05-16,2030.55,2049,2017.15,2027.5,2023.35,1710401,34738.87,"HDFC"
2018-05-15,2027.05,2065,2026.7,2040.25,2037.8,2456671,50276.46,"HDFC"
2018-05-14,2017.2,2027.4,2012.4,2024,2021.75,1185729,23965.69,"HDFC"
2018-05-11,1992.7,2017,1986,2010.65,2011.75,1514267,30281.19,"HDFC"
2018-05-10,1988.6,1999,1982,1985.3,1992.7,1792918,35712.74,"HDFC"
2018-05-09,1956.15,1980.5,1956.15,1978.1,1978.4,1081833,21349.57,"HDFC"
2018-05-08,1979.25,1979.9,1954.6,1966.5,1967.05,1775141,34869.36,"HDFC"
2018-05-07,1981.65,1987.3,1975,1977.5,1977.4,1316032,26069.04,"HDFC"
2018-05-04,1970,1990,1966.3,1985.4,1988.5,1720359,34081.76,"HDFC"
2018-05-03,1968.05,1974.9,1946,1968,1967.9,1038193,20382.07,"HDFC"
2018-05-02,1950,1978,1946,1969.55,1969.5,1775012,34881.78,"HDFC"
2018-04-30,1930,1954.8,1928.8,1945.1,1944.3,1152388,22421.99,"HDFC"
2018-04-27,1933,1935.5,1912.5,1925,1923.4,1444252,27707.92,"HDFC"
2018-04-26,1916.8,1939.2,1911.25,1926.1,1930.25,1961870,37872.41,"HDFC"
2018-04-25,1927.9,1938,1912,1920,1920.75,1005148,19341.76,"HDFC"
2018-04-24,1935,1948.05,1926,1934.1,1935,1259354,24375.72,"HDFC"
2018-04-23,1979,1979,1860.3,1939.5,1935.75,3826155,74514.82,"HDFC"
2018-04-20,1941,1961,1932.15,1959.7,1955.9,2340345,45537.89,"HDFC"
